reaction,DGdd_true,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom,DE,DH,DG,AR_SOMO,AR_IE,AR_EA,AR_Eneg,AR_Soft,AR_Q,AR_Fuk0,AR_BO,AR_BV3,AR_BV4,AR_BV5,AH_HOMO,AH_LUMO,AH_CP,AH_Hard,AH_Soft,AH_Ephil,AH_Q,AH_FukP,AH_FukM,AH_FukD,AH_BO,AH_BOH,AH_BOX,AH_BV3,AH_BV4,AH_BV5,BR_SOMO,BR_IE,BR_EA,BR_Eneg,BR_Soft,BR_Q,BR_Fuk0,BR_BO,BR_BV3,BR_BV4,BR_BV5,BH_HOMO,BH_LUMO,BH_CP,BH_Hard,BH_Soft,BH_Ephil,BH_Q,BH_FukP,BH_FukM,BH_FukD,BH_BO,BH_BOH,BH_BOX,BH_BV3,BH_BV4,BH_BV5
N4-SI1-H1,12.8,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[C]=O,1,CC=O,1,-4.800432971248028,-16.700000000000003,-16.799999999999997,-10.5836,8.9567,3.7523,6.3545,0.1921451079855507,-0.20583724,-0.187,1.2149589436587873,0.5181950238379023,0.2994149959654894,0.19229328939484722,-10.5393,-6.8725,-8.7059,1.8334000000000006,0.5454347114650374,20.669983312424996,-0.17555797,-0.055,-0.088,0.032999999999999995,1.061573697706385,0.942359340359336,1.1211808763799094,0.5399471096543504,0.31476165352864505,0.1993787644665889,-8.2535,7.9463,0.5273,4.2368,0.13478905512872355,0.13205347,-0.251,1.5062043669593592,0.3351646305125149,0.14822947054807276,0.07583921982908139,-11.1336,-7.2442,-9.1889,1.9446999999999997,0.5142181313313108,21.709231040777503,0.22045405,-0.172,-0.029,-0.143,1.2956899450388533,0.9332424693536988,1.4769136828814304,0.3799072556615018,0.16764943206504873,0.08577268140392924
N4-SI2-H1,13.5,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC(C)[C]=O,3,CC(C)C=O,3,-5.0325232965205124,-17.599999999999994,-17.799999999999997,-10.5836,8.9567,3.7523,6.3545,0.1921451079855507,-0.20583724,-0.187,1.2149589436587873,0.5181950238379023,0.2994149959654894,0.19229328939484722,-10.5393,-6.8725,-8.7059,1.8334000000000006,0.5454347114650374,20.669983312424996,-0.17555797,-0.055,-0.088,0.032999999999999995,1.061573697706385,0.942359340359336,1.1211808763799094,0.5399471096543504,0.31476165352864505,0.1993787644665889,-8.1609,7.3784,0.6385,4.00845,0.14837015385984953,0.12116915,-0.227,1.490994209088957,0.4242681019070322,0.261028955372106,0.13991201791176563,-10.9094,-7.1305,-9.01995,1.88945,0.529254544973405,21.52994204728889,0.21274496,-0.166,-0.021,-0.14500000000000002,1.2854685671891677,0.9292533217450275,1.4635761899112376,0.46904797377830754,0.27991356836943704,0.14968386364353065
N4-SI3-H1,13.3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC(C)(C)[C]=O,4,CC(C)(C)C=O,4,-4.840179329394746,-17.700000000000003,-17.799999999999997,-10.5836,8.9567,3.7523,6.3545,0.1921451079855507,-0.20583724,-0.187,1.2149589436587873,0.5181950238379023,0.2994149959654894,0.19229328939484722,-10.5393,-6.8725,-8.7059,1.8334000000000006,0.5454347114650374,20.669983312424996,-0.17555797,-0.055,-0.088,0.032999999999999995,1.061573697706385,0.942359340359336,1.1211808763799094,0.5399471096543504,0.31476165352864505,0.1993787644665889,-8.1023,7.2482,0.6221,3.9351499999999997,0.150918338087261,0.11979857,-0.222,1.480377874404634,0.47542647497020263,0.3178573645335485,0.17149411876005172,-10.8045,-7.1095,-8.957,1.8475000000000006,0.5412719891745601,21.71254370771312,0.21326228,-0.162,-0.025,-0.137,1.279989266538025,0.9285706180148882,1.4556985907995932,0.5193869189511323,0.3368428402954503,0.1813802781369241
N5-A1a-H1,17.6,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]C,0,CC,0,28.5051424449871,3.0,2.700000000000003,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.2466,7.5941,-0.4143,3.5899,0.12486888766794865,-0.11146610,-0.238,1.0260933242136165,0.32443757449344457,0.14388073366023213,0.07365937687237867,-11.8467,3.6556,-4.09555,7.75115,0.12901311418305672,1.0820026578314186,-0.09697079,-0.051,0.015,-0.066,0.9995989386817863,0.9891819779480517,1.0308498208829902,0.3619636471990465,0.16101576562596984,0.08247729494497177
N5-A1b-H1,25.7,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]C#N,0,CC#N,0,18.998609460684715,-1.3999999999999915,-0.7999999999999972,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-10.466,9.8595,1.6639,5.7617,0.12201669188344964,-0.07229714,-0.193,1.0952641046668197,0.29574828665077474,0.14616178387437154,0.07491682696855981,-11.6113,-5.5011,-8.5562,3.0551,0.3273215279368924,11.98136860331904,-0.10630814,0.059,-0.01,0.06899999999999999,0.9826904130250675,0.9535757138672571,1.070034510498499,0.3316168802145411,0.1626916392526845,0.08353371069975718
N5-A1d-H1,30.3,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2][N+](=O)[O-],0,C[N+](=O)[O-],0,33.3913748216957,0.20000000000000284,0.7999999999999972,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-10.7635,9.5845,1.1105,5.3475,0.1180080245456691,-0.11754151,-0.18,0.9615902369728357,0.33264116507747316,0.16557398671714976,0.0847813061713601,-12.3282,-8.5215,-10.42485,1.9033500000000005,0.5253894449260513,28.549005049649292,-0.13167269,0.077,-0.001,0.078,0.9605090997999716,0.9661732129622828,0.943516760313038,0.370157926102503,0.18372152566569425,0.09402297310081675
N5-A1e-H1,12.6,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]SC,0,CSC,0,16.26222245963298,-3.0,-2.799999999999997,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.1461,6.8194,0.2859,3.55265,0.15305731996632738,-0.10703051,-0.065,1.0705154254712006,0.35659080750893923,0.20052681397802744,0.10833780076314213,-9.6606,-5.3764,-7.5185,2.1421,0.46683161383688904,13.194491912142292,-0.04868875,0.062,0.101,-0.03900000000000001,0.9912921123862866,0.9843447612449255,1.0121341658103695,0.39283186829558997,0.21878685370243933,0.11841119800700073
N5-A1f-H1,14.4,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]OC,0,COC,0,28.10479569216572,-1.1999999999999886,-1.0999999999999943,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.7367,7.9936,0.3826,4.1880999999999995,0.1313887793982394,0.02660140,-0.211,1.0144930956864067,0.31753761918951134,0.1726343802371051,0.08998454794866134,-10.912,1.4067,-4.75265,6.159350000000001,0.16235479393117777,1.8336092300729783,0.04197522,0.002,0.058,-0.056,0.9836313355692221,0.9782414736908462,0.9998009212043495,0.3633510876042908,0.19057243498231022,0.09923212765286493
N5-A1h-H1,15.1,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]O,0,CO,0,20.936799929842696,-1.5999999999999943,-1.2000000000000028,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-7.8942,7.2559,-0.8222,3.21685,0.12379148562161896,-0.01492499,-0.214,1.0232437745305842,0.2607363676996424,0.11019257029358823,0.056433493109646495,-11.3148,1.7863,-4.76425,6.55055,0.15265893703582142,1.732532234888673,0.04147848,-0.001,0.043,-0.044,0.9889242625604693,0.9817625181333297,1.010409495841888,0.30530207091775924,0.12935649556203835,0.06619548421683327
N5-A1i-H1,20.7,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH3],0,C,0,35.54557073556597,7.0,7.299999999999997,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-9.0254,9.2883,-0.9216,4.18335,0.09794415224439025,-0.15115469,-0.268,0.9955805119981845,0.17880289034564958,0.07551129662963192,0.038641953896124376,-12.7202,4.6327,-4.04375,8.676449999999999,0.1152545107734154,0.9423159277411846,-0.15564820,-0.004,-0.021,0.017,0.9983842941026818,0.9983842941026818,1.074,0.22334997020262218,0.09434547824467755,0.048269922109047333
N5-A1j-H1,20.9,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]Cl,0,CCl,0,22.05215000275383,1.8000000000000114,2.0,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.955,8.2901,0.3826,4.33635,0.12646221941195068,-0.05299496,-0.162,1.0252854369289148,0.29592520858164484,0.13125737074048788,0.06721445239822144,-11.295,-4.2729,-7.78395,3.51105,0.2848150838068384,8.628455533601059,-0.02153060,0.004,0.056,-0.052000000000000005,0.9839410622901533,0.9882714149031241,0.9709500044512409,0.3347549165673421,0.15049112407671777,0.07693505408217968
N5-A1k-H1,28.3,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]C(F)(F)F,0,CC(F)(F)F,0,33.564767138147786,7.400000000000006,7.200000000000003,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-11.2377,10.0945,1.1143,5.6044,0.11135609451905303,-0.11510706,-0.26,0.9889069834233277,0.3733425208581645,0.1972759294891689,0.10103158210084828,-13.672,1.0036,-6.3342,7.3378000000000005,0.13628062907138377,2.733931807898825,-0.14639446,0.052,-0.031,0.08299999999999999,0.9768722850673791,0.9760981940223461,0.9791945582024782,0.40918317938021453,0.21397259636273352,0.10952035571252877
N5-A1l-H1,24.2,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]C(C)=O,0,CC(C)=O,0,30.918567164069113,-1.5,-0.5999999999999943,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-9.3192,8.4221,0.4775,4.4498,0.12587166125418522,-0.13408394,-0.209,0.9919578479910786,0.364468489272944,0.21072559121097387,0.11096110182586484,-10.8143,-6.7377,-8.776,2.0382999999999996,0.49060491586125704,18.892747878133743,-0.14032190,0.052,-0.014,0.066,0.9772304261971554,0.9685445820278193,1.0032879587051637,0.3961095798569726,0.2249433616783564,0.1194932357856895
N5-A1m-H1,20.0,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]C(C)(C)C,0,CC(C)(C)C,0,29.23644310339985,4.0,3.799999999999997,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.2707,7.3459,0.3397,3.8428,0.14273072421569466,-0.11413700,-0.217,1.0124740361725884,0.46329335518474374,0.31361724908447647,0.16942267667370944,-11.5159,2.5737,-4.4711,7.0448,0.14194867136043607,1.418829151288894,-0.10889722,0.019,0.014,0.004999999999999999,0.9893332877565508,0.9862542599549752,0.9985703711612778,0.49714131406436235,0.329091924771895,0.17826621677020593
N5-B1a-H1,16.3,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,C[CH]CC,1,CCCC,1,23.636186702900112,0.5,-0.20000000000000284,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-7.7674,6.685,0.1384,3.4116999999999997,0.15275104634466746,-0.07656620,-0.231,1.039910252399311,0.5102614719904648,0.2678333126435355,0.14023722052284696,-11.4175,2.3875,-4.515000000000001,6.9025,0.14487504527345166,1.4766551973922497,-0.05349804,-0.039,0.012,-0.051000000000000004,0.9963519427125891,0.9786623613075283,1.01404152411765,0.5397329410011918,0.28261746632735396,0.1482273501308694
N5-B1a-H3,18.4,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]CCC,0,CCCC,0,28.47192130554776,3.4000000000000057,3.1000000000000085,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.3132,7.2652,0.0595,3.66235,0.13877902216300983,-0.11233314,-0.216,1.0238090166446636,0.3704372765196663,0.21079541927875364,0.13012637570559113,-11.4175,2.3875,-4.515000000000001,6.9025,0.14487504527345166,1.4766551973922497,-0.10213598,-0.006,0.029,-0.035,0.9957746288529354,0.9879130614254862,1.019359331135283,0.406501415375447,0.2263166470113587,0.13818745861057677
N5-B1b-H1,23.1,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,CC[CH]C#N,2,CCCC#N,2,12.269557236461715,-4.5,-5.0,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-9.6749,8.3625,1.6574,5.00995,0.14914020670832648,-0.03414732,-0.169,1.1067825799666209,0.48094830154946366,0.2695634969896344,0.14124830500457256,-11.4935,-5.5619,-8.5277,2.9657999999999998,0.33717715287612116,12.260042364623372,-0.05418469,0.019,0.003,0.016,0.980816891792376,0.9452111806853838,1.0164226028993681,0.5099169398092968,0.28424290857178325,0.1492029579641134
N5-B1b-H2,19.9,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,C[CH]CC#N,1,CCCC#N,1,22.352021626146996,1.7000000000000028,1.0,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.6673,7.3545,0.7837,4.0691,0.15218847020149753,-0.05740278,-0.189,1.0296200432253018,0.5057825536352801,0.2617233567128049,0.1410157358645265,-11.4935,-5.5619,-8.5277,2.9657999999999998,0.33717715287612116,12.260042364623372,-0.04366243,-0.006,0.007,-0.013000000000000001,0.988625057662712,0.9789172286613353,0.9983328866640888,0.5288196513706794,0.273314815964248,0.14902360379678975
N5-B1b-H3,20.3,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]CCC#N,0,CCCC#N,0,28.703452025402626,4.200000000000003,3.799999999999997,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-9.0398,7.8837,0.6058,4.24475,0.13740227263358937,-0.10699220,-0.181,1.0247515566951215,0.3705676400476758,0.20925920178759855,0.12456639651855823,-11.4935,-5.5619,-8.5277,2.9657999999999998,0.33717715287612116,12.260042364623372,-0.10415461,0.022,0.021,0.0009999999999999974,0.9948355991571385,0.9868258765815124,1.0188647668840165,0.406501415375447,0.2247959468685991,0.13249739837911134
N5-B1c-H2,17.7,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,C[CH]CN,1,CCCN,1,23.8337342515061,0.7000000000000028,0.20000000000000284,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-7.8566,6.5354,-0.0281,3.25365,0.15235773596404356,-0.08066687,-0.217,1.0386727127048971,0.5003724672228844,0.25157889019924273,0.13084182144997003,-9.871,1.2203,-4.32535,5.54565,0.18032151325813925,1.6867862759550278,-0.05957886,-0.016,0.011,-0.027,0.9950610090678811,0.9777075327249418,1.0124144854108204,0.53023502681764,0.2667897709639377,0.13874523036170414
N5-B1c-H3,20.3,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]CCN,0,CCCN,0,28.422065794948715,3.200000000000003,3.200000000000003,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.3637,7.1477,0.067,3.6073500000000003,0.1412289745364159,-0.11403383,-0.206,1.0246911176682287,0.36981339392133494,0.20807988330954005,0.12390219482198606,-9.871,1.2203,-4.32535,5.54565,0.18032151325813925,1.6867862759550278,-0.10393440,-0.007,0.028,-0.035,0.9956290291781518,0.9876654702151462,1.0195197060671688,0.40619412991656734,0.22447008255229348,0.13245403803096717
N5-B1d-H1,26.9,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,CC[CH][N+](=O)[O-],2,CCC[N+](=O)[O-],2,11.746369109509471,-2.6999999999999886,-1.8999999999999915,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-10.8793,9.076,2.8086,5.9423,0.1595557966620927,-0.02111680,-0.113,1.0796035953643521,0.5202156585220501,0.2888670783936441,0.15096299391378387,-12.0354,-8.419,-10.2272,1.8081999999999994,0.5530361685654244,28.92258042251964,-0.06963674,0.048,0.005,0.043000000000000003,0.9595567084866067,0.966968108405645,0.9521453085675684,0.5499664779499404,0.30563357333498853,0.15987354545741225
N5-B1d-H2,22.0,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,C[CH]C[N+](=O)[O-],1,CCC[N+](=O)[O-],1,17.767297180322075,0.6000000000000085,0.29999999999999716,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-9.4714,7.4553,1.4108,4.43305,0.16543965588551576,-0.04084421,-0.133,1.0535902726367785,0.5283726907032181,0.28720672211532494,0.1514754343918514,-12.0354,-8.419,-10.2272,1.8081999999999994,0.5530361685654244,28.92258042251964,-0.05301850,0.003,0.007,-0.004,0.9863261467885085,0.9761521897277989,0.996500103849218,0.544407404648391,0.29749472410154554,0.16025984674087856
N5-B1d-H3,20.8,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]CC[N+](=O)[O-],0,CCC[N+](=O)[O-],0,28.277495118933967,4.1000000000000085,3.799999999999997,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-9.6454,8.0412,1.3913,4.71625,0.15037820117595754,-0.09637401,-0.145,1.026585783776939,0.37130326281287246,0.21389113028365714,0.135658761943805,-12.0354,-8.419,-10.2272,1.8081999999999994,0.5530361685654244,28.92258042251964,-0.11071029,0.018,0.013,0.004999999999999999,0.9932009254755608,0.9856961906695645,1.0157151298935498,0.40590546781883197,0.22855502451741047,0.14315616032291634
N5-B1e-H1,12.2,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,CC[CH]SC,2,CCCSC,2,13.346644961537264,-3.8999999999999915,-3.799999999999997,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-7.8749,6.2562,0.6165,3.43635,0.1773143961558239,-0.05496009,-0.093,1.0767262140425176,0.5448543653158522,0.325038017503569,0.17526252719876384,-9.5761,-5.3497,-7.4629,2.1132,0.47321597577134206,13.177852642911226,0.00022262,0.034,0.074,-0.039999999999999994,0.9879609070436691,0.9770870236939149,0.9988347903934235,0.5722213945172825,0.34042734777481226,0.18415731134306706
N5-B1e-H2,18.0,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,C[CH]CSC,1,CCCSC,1,18.98364799086498,-0.7999999999999972,-0.8999999999999915,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.5618,6.7353,1.0867,3.9109999999999996,0.17703501752646672,-0.04831298,-0.14,1.0916696913021309,0.5032963349225268,0.27278334678170196,0.16431403929235913,-9.5761,-5.3497,-7.4629,2.1132,0.47321597577134206,13.177852642911226,-0.05231637,0.014,0.017,-0.003000000000000001,0.995653492748656,0.9771771281621644,1.0141298573351474,0.5338665822407628,0.2872299981379182,0.1710092712308032
N5-B1e-H3,19.3,C1C[N+]2CCC1CC2,2,C1C[NH+]2CCC1CC2,2,[CH2]CCSC,0,CCCSC,0,28.57155400477172,3.200000000000003,3.200000000000003,-15.1222,12.6113,7.8065,10.2089,0.20812520812520813,0.04891296,-0.162,1.0559923262595172,0.6829186531585221,0.41890245794798586,0.22458295228784964,-15.929,-6.4929,-11.21095,4.71805,0.21195197168321658,13.319634160564217,0.05297672,-0.163,-0.006,-0.157,0.9331706886217367,0.9225288599351094,0.9367179648506125,0.6959363825983313,0.42731674011544907,0.23194041499795023,-8.7262,7.1841,0.4093,3.7967,0.14760583338253527,-0.10780061,-0.147,1.0207183048230406,0.37146156138259834,0.20985661970082553,0.13361688373119737,-9.5761,-5.3497,-7.4629,2.1132,0.47321597577134206,13.177852642911226,-0.10381537,0.021,0.018,0.0030000000000000027,0.9939271529660725,0.9870859772135345,1.0144506802236863,0.40514191001191896,0.22499767239774068,0.14092113146857557
